id,Tipo de inmueble,Operación,Precio,Estado,Delegación,Colonia,Núm. de recamaras,Núm. de baños,Estacionamientos,m2 de construcción,m2 de terreno,Niveles,Antigüedad,fecha_captura
63435tc,CASA,RENTA,"$13,000 MXN",CDMX,MIGUEL HIDALGO,Ampliacion Daniel Garza,2,1,1,,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:40:39
63442tc,LOCAL COMERCIAL,RENTA,"$30,000 MXN",CDMX,CUAUHTEMOC,Roma Sur,,1,,165,,,ENTRE 0 - 5 AÑOS,2025-05-16 01:40:42
63452tc,CASA,RENTA,"$45,000 MXN",CDMX,COYOACAN,Barrio Del NiÑo Jesus,4,SI,4,320,,2,ENTRE 21 - 30 AÑOS,2025-05-16 01:40:46
63453tc,DEPARTAMENTO,RENTA,"$26,000 MXN",CDMX,BENITO JUAREZ,Del Valle Norte,3,2,1,130,,1,MAS DE 30,2025-05-16 01:40:48
63458tc,OFICINA,RENTA,"$10,500 MXN",CDMX,IZTAPALAPA,Escuadron 201,,1,,90,,2,ENTRE 21 - 30 AÑOS,2025-05-16 01:40:51
63407tc,LOCAL COMERCIAL,RENTA,"$35,000 MXN",CDMX,CUAUHTEMOC,Obrera,,2,,,,,,2025-05-16 01:40:53
63408tc,PENT HOUSE,RENTA,"$20,000 MXN",CDMX,MIGUEL HIDALGO,Observatorio,1,2,,150,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:40:56
63412tc,CASA,RENTA,"$17,500 MXN",CDMX,XOCHIMILCO,Nativitas,4,SI,3,130,,3,,2025-05-16 01:41:00
63422tc,DEPARTAMENTO,RENTA,"$11,000 MXN",CDMX,XOCHIMILCO,Santa Cruz Xochitepec,2,SI,1,85,,1,ENTRE 0 - 5 AÑOS,2025-05-16 01:41:04
63424tc,LOCAL COMERCIAL,RENTA,"$10,000 MXN",CDMX,COYOACAN,Ajusco,,SI,,25,,,MAS DE 30,2025-05-16 01:41:07
63375tc,DEPARTAMENTO,RENTA,"$11,000 MXN",CDMX,IZTACALCO,Agricola Oriental,2,2,1,65,,6,ENTRE 0 - 5 AÑOS,2025-05-16 01:41:10
63376tc,CASA EN CONDOMINIO,RENTA,"$25,900 MXN",CDMX,COYOACAN,Barrio La Concepcion,3,SI,1,75,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:41:13
63389tc,DEPARTAMENTO,RENTA,"$19,000 MXN",CDMX,CUAUHTEMOC,Tabacalera,1,2,1,80,,6,ENTRE 6 - 10 AÑOS,2025-05-16 01:41:16
63390tc,LOCAL COMERCIAL,RENTA,"$12,000 MXN",CDMX,BENITO JUAREZ,Albert,,SI,,36,,,ENTRE 0 - 5 AÑOS,2025-05-16 01:41:20
63392tc,OFICINA,RENTA,"$15,000 MXN",CDMX,GUSTAVO A. MADERO,Lindavista Norte,,3,1,,,6,ENTRE 21 - 30 AÑOS,2025-05-16 01:41:22
63396tc,DEPARTAMENTO,RENTA,"$8,000 MXN",CDMX,COYOACAN,Pedregal De Santo Domingo,1,1,,40,,,ENTRE 21 - 30 AÑOS,2025-05-16 01:41:24
63397tc,BODEGA,RENTA,"$16,000 MXN",CDMX,ALVARO OBREGON,Bosques De Tarango,,,,128,,,,2025-05-16 01:41:27
64989tc,DEPARTAMENTO,RENTA,"$30,000 MXN",CDMX,BENITO JUAREZ,Del Valle Centro,2,3,2,132,,4,ENTRE 11 - 15 AÑOS,2025-05-16 01:41:30
63786tc,OFICINA,RENTA,"$13,500 MXN",CDMX,CUAUHTEMOC,Roma Sur,,SI,1,,,,ENTRE 21 - 30 AÑOS,2025-05-16 01:41:33
63322tc,DEPARTAMENTO,RENTA,"$12,000 MXN",CDMX,TLALPAN,Ejidos De San Pedro Martir,2,2,1,65,,4,,2025-05-16 01:41:36
63331tc,DEPARTAMENTO,RENTA,"$23,000 MXN",CDMX,CUAUHTEMOC,Cuauhtemoc,2,1,,75,,5,,2025-05-16 01:41:40
63336tc,DEPARTAMENTO,RENTA,"$9,000 MXN",CDMX,IZTACALCO,Agricola Oriental,2,1,1,60,,5,ENTRE 11 - 15 AÑOS,2025-05-16 01:41:43
63347tc,DEPARTAMENTO,RENTA,"$26,000 MXN",CDMX,CUAUHTEMOC,Hipodromo Condesa,3,SI,2,130,,4,MAS DE 30,2025-05-16 01:41:46
63357tc,OFICINA,RENTA,"$17,000 MXN",CDMX,VENUSTIANO CARRANZA,Moctezuma 2a Seccion,,SI,6,,,,,2025-05-16 01:41:49
63359tc,OFICINA,RENTA,"$12,000 MXN",CDMX,CUAUHTEMOC,Hipodromo Condesa,,SI,,60,,10,ENTRE 21 - 30 AÑOS,2025-05-16 01:41:53
63364tc,DEPARTAMENTO,RENTA,"$9,500 MXN",CDMX,BENITO JUAREZ,Merced Gomez,1,1,1,33,,4,MAS DE 30,2025-05-16 01:41:55
63270tc,BODEGA,RENTA,"$60,000 MXN",CDMX,IZTAPALAPA,Escuadron 201,,,,300,,,,2025-05-16 01:41:57
63275tc,LOCAL COMERCIAL,RENTA,"$20,000 MXN",CDMX,IZTAPALAPA,Escuadron 201,,1,,50,,,ENTRE 16 - 20 AÑOS,2025-05-16 01:42:00
63284tc,DEPARTAMENTO,RENTA,"$23,000 MXN",CDMX,CUAUHTEMOC,Cuauhtemoc,2,1,,75,,5,,2025-05-16 01:42:04
63291tc,DEPARTAMENTO,RENTA,"$13,500 MXN",CDMX,CUAUHTEMOC,Doctores,2,1,,59,,6,ENTRE 16 - 20 AÑOS,2025-05-16 01:42:07
63300tc,DEPARTAMENTO,RENTA,"$19,100 MXN",CDMX,CUAUHTEMOC,Roma Sur,1,1,,28,,7,ENTRE 0 - 5 AÑOS,2025-05-16 01:42:09
63303tc,DEPARTAMENTO,RENTA,"$19,600 MXN",CDMX,CUAUHTEMOC,Roma Sur,1,1,,35,,7,ENTRE 0 - 5 AÑOS,2025-05-16 01:42:12
63306tc,DEPARTAMENTO,RENTA,"$9,000 MXN",CDMX,GUSTAVO A. MADERO,San Juan De Aragon Iii Seccion,2,1,1,58,,,,2025-05-16 01:42:15
63216tc,LOCAL COMERCIAL,RENTA,"$120,000 MXN",CDMX,BENITO JUAREZ,Del Valle Centro,,SI,5,268,,,MAS DE 30,2025-05-16 01:42:19
63223tc,CONSULTORIO,RENTA,"$15,000 MXN",CDMX,COYOACAN,Del Carmen,,SI,,15,,,,2025-05-16 01:42:22
63190tc,LOCAL COMERCIAL,RENTA,"$11,500 MXN",CDMX,IZTAPALAPA,El RetoÑo,,SI,,32,,,,2025-05-16 01:42:25
63198tc,BODEGA,RENTA,"$32,500 MXN",CDMX,IZTACALCO,Reforma Iztaccihuatl Sur,,,,150,,,,2025-05-16 01:42:28
63204tc,CASA,RENTA,"$70,000 MXN",CDMX,GUSTAVO A. MADERO,Lindavista Norte,4,SI,3,400,,2,MAS DE 30,2025-05-16 01:42:32
63149tc,DEPARTAMENTO,RENTA,"$25,000 MXN",CDMX,BENITO JUAREZ,Acacias,2,2,2,108,,4,ENTRE 0 - 5 AÑOS,2025-05-16 01:42:34
63164tc,TERRENO,RENTA,"$170,000 MXN",CDMX,BENITO JUAREZ,Del Valle Sur,,,,324,,,,2025-05-16 01:42:38
63165tc,CASA,RENTA,"$13,000 MXN",CDMX,TLALPAN,San Bartolo El Chico,2,1,,60,,3,ENTRE 6 - 10 AÑOS,2025-05-16 01:42:42
63173tc,DEPARTAMENTO,RENTA,"$16,000 MXN",CDMX,TLALPAN,San Bartolo El Chico,2,1,,70,,3,ENTRE 6 - 10 AÑOS,2025-05-16 01:42:45
63174tc,DEPARTAMENTO,RENTA,"$19,000 MXN",CDMX,TLALPAN,San Bartolo El Chico,2,1,,80,,3,ENTRE 6 - 10 AÑOS,2025-05-16 01:42:48
63144tc,CASA DUPLEX,RENTA,"$11,000 MXN",CDMX,XOCHIMILCO,Ampliacion Tepepan,2,1,1,110,,,ENTRE 16 - 20 AÑOS,2025-05-16 01:42:52
63145tc,DEPARTAMENTO,RENTA,"$6,500 MXN",CDMX,XOCHIMILCO,Santa Cruz Xochitepec,1,1,1,60,,1,ENTRE 16 - 20 AÑOS,2025-05-16 01:42:55
63070tc,DEPARTAMENTO,RENTA,"$15,000 MXN",CDMX,COYOACAN,Churubusco Country Club,2,1,1,75,,,,2025-05-16 01:42:58
63038tc,PENT HOUSE,RENTA,"$20,000 MXN",CDMX,GUSTAVO A. MADERO,Guadalupe Tepeyac,3,SI,4,140,,2,ENTRE 11 - 15 AÑOS,2025-05-16 01:43:01
63000tc,DEPARTAMENTO,RENTA,"$11,500 MXN",CDMX,MIGUEL HIDALGO,Lomas Hermosa,,,,,,,,2025-05-16 01:43:05
63022tc,LOCAL COMERCIAL,RENTA,"$9,000 MXN",CDMX,ALVARO OBREGON,Tizapan,,SI,,16,,,,2025-05-16 01:43:09
62963tc,OFICINA,RENTA,"$12,990 MXN",CDMX,CUAUHTEMOC,Roma Sur,,1,,,,1,MAS DE 30,2025-05-16 01:43:12
62967tc,BODEGA,RENTA,"$130,000 MXN",CDMX,AZCAPOTZALCO,Sindicato Mexicano De Electricistas,,,,700,,,,2025-05-16 01:43:16
62933tc,DEPARTAMENTO,RENTA,"$4,500 MXN",CDMX,TLALPAN,Villa Coapa,1,1,,20,,1,MAS DE 30,2025-05-16 01:43:19
62937tc,CONSULTORIO,RENTA,"$15,000 MXN",CDMX,CUAUHTEMOC,Roma Sur,,SI,,,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:43:22
62939tc,CASA,RENTA,"$65,000 MXN",CDMX,MIGUEL HIDALGO,Anzures,3,SI,1,118,,2,,2025-05-16 01:43:24
62917tc,CONSULTORIO,RENTA,"$6,500 MXN",CDMX,COYOACAN,Pedregal De Santo Domingo,,2,,,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:43:27
62923tc,CONSULTORIO,RENTA,"$5,000 MXN",CDMX,COYOACAN,Pedregal De Santo Domingo,,2,,,,,ENTRE 11 - 15 AÑOS,2025-05-16 01:43:30
62925tc,CONSULTORIO,RENTA,"$4,500 MXN",CDMX,COYOACAN,Pedregal De Santo Domingo,,2,,50,,,ENTRE 11 - 15 AÑOS,2025-05-16 01:43:33
62926tc,OFICINA,RENTA,"$9,000 MXN",CDMX,COYOACAN,Copilco El Alto,,SI,,32,,5,,2025-05-16 01:43:35
62849tc,OFICINA,RENTA,"$12,000 MXN",CDMX,BENITO JUAREZ,Del Valle Centro,,SI,,40,,1,MAS DE 30,2025-05-16 01:43:39
62855tc,OFICINA,RENTA,"$34,000 MXN",CDMX,BENITO JUAREZ,Tlacoquemecatl,,SI,1,190,,4,MAS DE 30,2025-05-16 01:43:42
62875tc,DEPARTAMENTO,RENTA,"$28,000 MXN",CDMX,BENITO JUAREZ,General Pedro Maria Anaya,4,3,2,123,,,,2025-05-16 01:43:45
62806tc,LOCAL COMERCIAL,RENTA,"$50,000 MXN",CDMX,TLALPAN,Ex Hacienda San Juan De Dios,,SI,,176,,,ENTRE 16 - 20 AÑOS,2025-05-16 01:43:48
62807tc,LOCAL COMERCIAL,RENTA,"$50,000 MXN",CDMX,TLALPAN,Ex Hacienda San Juan De Dios,,SI,,176,,,ENTRE 11 - 15 AÑOS,2025-05-16 01:43:50
62819tc,OFICINA,RENTA,"$8,000 MXN",CDMX,BENITO JUAREZ,Del Valle Norte,,1,,30,,3,ENTRE 21 - 30 AÑOS,2025-05-16 01:43:52
62820tc,OFICINA,RENTA,"$9,000 MXN",CDMX,BENITO JUAREZ,Del Valle Norte,,1,,36,,3,ENTRE 21 - 30 AÑOS,2025-05-16 01:43:55
62834tc,OFICINA,RENTA,"$40,000 MXN",CDMX,COYOACAN,Barrio Santa Catarina,,SI,1,140,,3,MAS DE 30,2025-05-16 01:43:57
62838tc,OFICINA,RENTA,"$16,500 MXN",CDMX,COYOACAN,Barrio Santa Catarina,,SI,,55,,2,MAS DE 30,2025-05-16 01:44:00
62841tc,DEPARTAMENTO,RENTA,"$12,000 MXN",CDMX,AZCAPOTZALCO,Angel Zimbron,2,1,1,65,,,,2025-05-16 01:44:03
62847tc,DEPARTAMENTO,RENTA,"$11,500 MXN",CDMX,COYOACAN,Barrio Del NiÑo Jesus,1,1,,32,,,,2025-05-16 01:44:05
62784tc,DEPARTAMENTO,RENTA,"$24,000 MXN",CDMX,CUAUHTEMOC,Roma Norte,2,2,2,95,,3,ENTRE 16 - 20 AÑOS,2025-05-16 01:44:07
62791tc,DEPARTAMENTO,RENTA,"$6,000 MXN",CDMX,XOCHIMILCO,San Lucas Oriente,2,1,1,55,,2,,2025-05-16 01:44:10
62796tc,DEPARTAMENTO,RENTA,"$21,000 MXN",CDMX,BENITO JUAREZ,Narvarte Oriente,3,2,1,110,,3,MAS DE 30,2025-05-16 01:44:13
63894tc,LOCAL COMERCIAL,RENTA,"$13,000 MXN",CDMX,ALVARO OBREGON,Merced Gomez,,SI,1,58,,,MAS DE 30,2025-05-16 01:44:15
62756tc,DEPARTAMENTO,RENTA,"$10,000 MXN",CDMX,VENUSTIANO CARRANZA,General Ignacio Zaragoza,1,1,1,45,,2,ENTRE 0 - 5 AÑOS,2025-05-16 01:44:19
62757tc,DEPARTAMENTO,RENTA,"$12,000 MXN",CDMX,VENUSTIANO CARRANZA,General Ignacio Zaragoza,2,1,1,65,,2,ENTRE 0 - 5 AÑOS,2025-05-16 01:44:22
62762tc,CONSULTORIO,RENTA,"$5,900 MXN",CDMX,IZTAPALAPA,El RetoÑo,,1,,20,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:44:25
62771tc,OFICINA,RENTA,"$25,000 MXN",CDMX,XOCHIMILCO,San Lorenzo La Cebada,,2,,,,3,,2025-05-16 01:44:29
62744tc,CASA,RENTA,"$24,000 MXN",CDMX,IZTAPALAPA,Unidad Modelo,3,SI,2,150,,1,MAS DE 30,2025-05-16 01:44:33
63179tc,LOCAL COMERCIAL,RENTA,"$5,500 MXN",CDMX,IZTAPALAPA,Los Angeles,,SI,,45,,,,2025-05-16 01:44:37
63181tc,LOCAL COMERCIAL,RENTA,"$4,000 MXN",CDMX,IZTAPALAPA,Los Angeles,,SI,,20,,,,2025-05-16 01:44:39
63185tc,LOCAL COMERCIAL,RENTA,"$4,000 MXN",CDMX,IZTAPALAPA,Los Angeles,,SI,,20,,,,2025-05-16 01:44:42
63187tc,LOCAL COMERCIAL,RENTA,"$3,000 MXN",CDMX,IZTAPALAPA,Los Angeles,,SI,,13,,,,2025-05-16 01:44:45
62592tc,CONSULTORIO,RENTA,"$7,000 MXN",CDMX,COYOACAN,Pedregal De La Zorra,,1,,,,,,2025-05-16 01:44:49
62595tc,TERRENO,RENTA,"$35,000 MXN",CDMX,COYOACAN,Pedregal De La Zorra,,,,200,,,,2025-05-16 01:44:53
62606tc,LOCAL COMERCIAL,RENTA,"$37,000 MXN",CDMX,VENUSTIANO CARRANZA,Magdalena Mixiuhca,,2,2,,,,,2025-05-16 01:44:56
62633tc,LOCAL COMERCIAL,RENTA,"$12,000 MXN",CDMX,BENITO JUAREZ,Moderna,,,,20,,,,2025-05-16 01:44:58
63178tc,LOCAL COMERCIAL,RENTA,"$4,000 MXN",CDMX,IZTAPALAPA,Los Angeles,,SI,,20,,,,2025-05-16 01:45:02
62542tc,DEPARTAMENTO,RENTA,"$10,000 MXN",CDMX,GUSTAVO A. MADERO,Vallejo,2,1,,67,,,MAS DE 30,2025-05-16 01:45:05
62562tc,OFICINA,RENTA,"$16,000 MXN",CDMX,IZTAPALAPA,El Vergel,,2,,90,,3,ENTRE 21 - 30 AÑOS,2025-05-16 01:45:08
62576tc,DEPARTAMENTO,RENTA,"$18,000 MXN",CDMX,MIGUEL HIDALGO,Pensil Sur,3,,1,90,,,,2025-05-16 01:45:11
62507tc,DEPARTAMENTO,RENTA,"$8,500 MXN",CDMX,TLALPAN,Chimalcoyoc,1,1,,40,,,,2025-05-16 01:45:15
62508tc,DEPARTAMENTO,RENTA,"$8,900 MXN",CDMX,TLALPAN,Chimalcoyoc,1,1,,50,,,,2025-05-16 01:45:17
62477tc,DEPARTAMENTO,RENTA,"$15,000 MXN",CDMX,ALVARO OBREGON,Tetelpan,1,1,1,80,,,ENTRE 11 - 15 AÑOS,2025-05-16 01:45:19
62489tc,LOCAL COMERCIAL,RENTA,"$3,000 MXN",CDMX,XOCHIMILCO,Barrio San Marcos,,SI,,,,,,2025-05-16 01:45:23
55924tc,LOCAL COMERCIAL,RENTA,"$4,500 MXN",CDMX,CUAUHTEMOC,Santa Maria La Ribera,,1,,22,,,MAS DE 30,2025-05-16 01:45:27
62412tc,DEPARTAMENTO,RENTA,"$32,000 MXN",CDMX,BENITO JUAREZ,San Pedro De Los Pinos,2,SI,1,158,,,,2025-05-16 01:45:30
62440tc,CASA,RENTA,"$25,000 MXN",CDMX,BENITO JUAREZ,Nativitas,4,3,2,,,2,MAS DE 30,2025-05-16 01:45:33
62449tc,DEPARTAMENTO,RENTA,"$11,000 MXN",CDMX,ALVARO OBREGON,Carola,2,1,1,58,,7,ENTRE 21 - 30 AÑOS,2025-05-16 01:45:36
62368tc,CASA DUPLEX,RENTA,"$36,000 MXN",CDMX,COYOACAN,Olimpica,3,SI,3,200,,,,2025-05-16 01:45:39
62372tc,LOCAL COMERCIAL,RENTA,"$8,000 MXN",CDMX,ALVARO OBREGON,Olivar De Los Padres,,2,,56,,,ENTRE 21 - 30 AÑOS,2025-05-16 01:45:42
62376tc,LOCAL COMERCIAL,RENTA,"$7,000 MXN",CDMX,GUSTAVO A. MADERO,San Juan De Aragon Iii Seccion,,SI,,50,,,ENTRE 21 - 30 AÑOS,2025-05-16 01:45:46
62378tc,OFICINA,RENTA,"$5,000 MXN",CDMX,GUSTAVO A. MADERO,San Juan De Aragon Iii Seccion,,,,35,,,ENTRE 21 - 30 AÑOS,2025-05-16 01:45:49
62382tc,OFICINA,RENTA,"$5,000 MXN",CDMX,GUSTAVO A. MADERO,San Juan De Aragon Iii Seccion,,,,35,,,ENTRE 21 - 30 AÑOS,2025-05-16 01:45:52
62383tc,OFICINA,RENTA,"$4,000 MXN",CDMX,GUSTAVO A. MADERO,San Juan De Aragon Iii Seccion,,,,30,,,,2025-05-16 01:45:56
62384tc,OFICINA,RENTA,"$4,000 MXN",CDMX,GUSTAVO A. MADERO,San Juan De Aragon Iii Seccion,,,,30,,,,2025-05-16 01:45:59
62385tc,DEPARTAMENTO,RENTA,"$4,000 MXN",CDMX,GUSTAVO A. MADERO,San Juan De Aragon Iii Seccion,1,1,1,10,,,ENTRE 0 - 5 AÑOS,2025-05-16 01:46:02
62401tc,DEPARTAMENTO,RENTA,"$25,000 MXN",CDMX,MIGUEL HIDALGO,Anzures,1,SI,1,160,,4,ENTRE 21 - 30 AÑOS,2025-05-16 01:46:05
62402tc,DEPARTAMENTO,RENTA,"$27,000 MXN",CDMX,MIGUEL HIDALGO,Anzures,2,2,1,150,,4,ENTRE 21 - 30 AÑOS,2025-05-16 01:46:09
62324tc,DEPARTAMENTO,RENTA,"$3,250 MXN",CDMX,TLALPAN,Granjas Coapa,1,1,,6,,,,2025-05-16 01:46:12
62338tc,LOCAL COMERCIAL,RENTA,"$13,000 MXN",CDMX,AZCAPOTZALCO,Nueva Santa Maria,,SI,,24,,,,2025-05-16 01:46:15
62360tc,CONSULTORIO,RENTA,"$8,000 MXN",CDMX,LA MAGDALENA CONTRERAS,San Jeronimo Lidice,,SI,,20,,,,2025-05-16 01:46:18
62361tc,LOCAL COMERCIAL,RENTA,"$35,000 MXN",CDMX,IZTAPALAPA,Los Angeles,11,SI,1,240,,2,,2025-05-16 01:46:21
62364tc,DEPARTAMENTO,RENTA,"$4,500 MXN",CDMX,IZTAPALAPA,Los Angeles,1,1,,45,,2,,2025-05-16 01:46:24
62365tc,LOCAL COMERCIAL,RENTA,"$4,000 MXN",CDMX,IZTAPALAPA,Los Angeles,,SI,,20,,,,2025-05-16 01:46:26
62298tc,LOCAL COMERCIAL,RENTA,"$6,500 MXN",CDMX,TLALPAN,Lomas Del Pedregal,,SI,,35,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:46:29
62305tc,OFICINA,RENTA,"$10,000 MXN",CDMX,ALVARO OBREGON,Tizapan,,SI,,45,,,,2025-05-16 01:46:32
62312tc,DEPARTAMENTO,RENTA,"$3,250 MXN",CDMX,TLALPAN,Granjas Coapa,1,1,,6,,,,2025-05-16 01:46:34
62315tc,DEPARTAMENTO,RENTA,"$2,000 MXN",CDMX,TLALPAN,Granjas Coapa,1,1,,6,,,,2025-05-16 01:46:38
62285tc,DEPARTAMENTO,RENTA,"$20,500 MXN",CDMX,BENITO JUAREZ,Narvarte Oriente,2,2,2,65,,5,ENTRE 6 - 10 AÑOS,2025-05-16 01:46:41
62222tc,DEPARTAMENTO,RENTA,"$13,500 MXN",CDMX,BENITO JUAREZ,Iztaccihuatl,2,1,,100,,3,MAS DE 30,2025-05-16 01:46:45
62247tc,LOCAL COMERCIAL,RENTA,"$8,000 MXN",CDMX,COYOACAN,Pedregal De Santa Ursula,,SI,,20,,,,2025-05-16 01:46:48
62209tc,CONSULTORIO,RENTA,"$7,400 MXN",CDMX,BENITO JUAREZ,Tlacoquemecatl,,SI,,10,,10,MAS DE 30,2025-05-16 01:46:51
62190tc,DEPARTAMENTO,RENTA,"$26,000 MXN",CDMX,Cuauhtémoc,Roma Norte,3,1,,80,,5,MAS DE 30,2025-05-16 01:46:54
62204tc,CASA,RENTA,"$14,000 MXN",CDMX,ALVARO OBREGON,Colina Del Sur,2,SI,1,,,2,MAS DE 30,2025-05-16 01:46:56
62165tc,LOCAL COMERCIAL,RENTA,"$6,500 MXN",CDMX,GUSTAVO A. MADERO,Lindavista Sur,,1,,65,,,ENTRE 21 - 30 AÑOS,2025-05-16 01:47:00
62131tc,CASA,RENTA,"$19,000 MXN",CDMX,IZTAPALAPA,Presidentes De Mexico,3,3,3,220,,1,ENTRE 16 - 20 AÑOS,2025-05-16 01:47:04
62066tc,OFICINA,RENTA,"$18,000 MXN",CDMX,CUAUHTEMOC,San Rafael,,SI,1,,,4,MAS DE 30,2025-05-16 01:47:07
62074tc,LOCAL COMERCIAL,RENTA,"$3,500 MXN",CDMX,TLAHUAC,Zapotitla,,SI,,,,,,2025-05-16 01:47:10
62076tc,DEPARTAMENTO,RENTA,"$3,500 MXN",CDMX,COYOACAN,Paseos De TaxqueÑa,1,1,,9,,,,2025-05-16 01:47:13
62078tc,OFICINA,RENTA,"$6,500 MXN",CDMX,GUSTAVO A. MADERO,Lindavista Sur,,1,,15,,2,MAS DE 30,2025-05-16 01:47:16
62083tc,LOCAL COMERCIAL,RENTA,"$2,500 MXN",CDMX,TLAHUAC,Zapotitla,,SI,,,,,,2025-05-16 01:47:19
62028tc,LOCAL COMERCIAL,RENTA,"$3,000 MXN",CDMX,TLALPAN,Ejidos De San Pedro Martir,,1,,10,,,ENTRE 6 - 10 AÑOS,2025-05-16 01:47:23
61989tc,OFICINA,RENTA,"$15,000 MXN",CDMX,MIGUEL HIDALGO,Torre Blanca,,SI,,60,,2,ENTRE 11 - 15 AÑOS,2025-05-16 01:47:26
59006tc,DEPARTAMENTO,RENTA,"$3,500 MXN",CDMX,COYOACAN,Paseos De TaxqueÑa,1,1,,9,,,,2025-05-16 01:47:31
61928tc,OFICINA,RENTA,"$7,500 MXN",CDMX,COYOACAN,Pueblo De San Pablo Tepetlapa,,SI,1,25,,2,ENTRE 16 - 20 AÑOS,2025-05-16 01:47:35
61929tc,OFICINA,RENTA,"$5,500 MXN",CDMX,COYOACAN,Pueblo De San Pablo Tepetlapa,,1,1,30,,1,ENTRE 6 - 10 AÑOS,2025-05-16 01:47:39
61930tc,OFICINA,RENTA,"$11,300 MXN",CDMX,COYOACAN,Pueblo De San Pablo Tepetlapa,,1,1,40,,2,ENTRE 11 - 15 AÑOS,2025-05-16 01:47:43
61931tc,OFICINA,RENTA,"$4,500 MXN",CDMX,COYOACAN,Pueblo De San Pablo Tepetlapa,,,1,28,,1,ENTRE 6 - 10 AÑOS,2025-05-16 01:47:46
61855tc,CASA,RENTA,"$25,000 MXN",CDMX,AZCAPOTZALCO,Claveria,3,2,,170,,1,ENTRE 21 - 30 AÑOS,2025-05-16 01:47:49
